product_id,offer_id,missing_attributes,issue_instance_count,shopify_exact_sku_match_count,shopify_active_match_count,shopify_product_title,shopify_handle,shopify_variant_title,decision_state,suggested_attributes,evidence,write_allowed_now
online:pt:BR:HF8022300-11,HF8022300-11,color,2,1,1,Yuto Horigome x Dunk Low SB Matcha,yuto-horigome-x-dunk-low-sb-matcha,45,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:HF8022300-12,HF8022300-12,color,2,1,1,Yuto Horigome x Dunk Low SB Matcha,yuto-horigome-x-dunk-low-sb-matcha,38,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:HF8022300-2,HF8022300-2,color,2,1,1,Yuto Horigome x Dunk Low SB Matcha,yuto-horigome-x-dunk-low-sb-matcha,39.5,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:HF8022300-3,HF8022300-3,color,2,1,1,Yuto Horigome x Dunk Low SB Matcha,yuto-horigome-x-dunk-low-sb-matcha,40.5,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:HF8022300-4,HF8022300-4,color,2,1,1,Yuto Horigome x Dunk Low SB Matcha,yuto-horigome-x-dunk-low-sb-matcha,42.5,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:HF8022300-5,HF8022300-5,color,2,1,1,Yuto Horigome x Dunk Low SB Matcha,yuto-horigome-x-dunk-low-sb-matcha,39,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:HF8022300-6,HF8022300-6,color,2,1,1,Yuto Horigome x Dunk Low SB Matcha,yuto-horigome-x-dunk-low-sb-matcha,40,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:HF8022300-7,HF8022300-7,color,2,1,1,Yuto Horigome x Dunk Low SB Matcha,yuto-horigome-x-dunk-low-sb-matcha,41,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:HF8022300-8,HF8022300-8,color,2,1,1,Yuto Horigome x Dunk Low SB Matcha,yuto-horigome-x-dunk-low-sb-matcha,42,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:HF8022300-9,HF8022300-9,color,2,1,1,Yuto Horigome x Dunk Low SB Matcha,yuto-horigome-x-dunk-low-sb-matcha,43,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JCQ007,JCQ007,color,2,1,1,Bolsa Jacquemus Le Bambino Long Flap Bag Leopard Print,bolsa-jacquemus-le-bambino-long-flap-bag-leopard-print,Default Title,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JH7370-1,JH7370-1,color,2,1,1,Tênis Adidas Gazelle Indoor Liberty London Floral Embroidery Stripes Multi-Color,tenis-adidas-gazelle-indoor-liberty-london-floral-embroidery-stripes-multi-color,34,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JH7370-2,JH7370-2,color,2,1,1,Tênis Adidas Gazelle Indoor Liberty London Floral Embroidery Stripes Multi-Color,tenis-adidas-gazelle-indoor-liberty-london-floral-embroidery-stripes-multi-color,35,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JH7370-3,JH7370-3,color,2,1,1,Tênis Adidas Gazelle Indoor Liberty London Floral Embroidery Stripes Multi-Color,tenis-adidas-gazelle-indoor-liberty-london-floral-embroidery-stripes-multi-color,36,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JH7370-4,JH7370-4,color,2,1,1,Tênis Adidas Gazelle Indoor Liberty London Floral Embroidery Stripes Multi-Color,tenis-adidas-gazelle-indoor-liberty-london-floral-embroidery-stripes-multi-color,37,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JH7370-5,JH7370-5,color,2,1,1,Tênis Adidas Gazelle Indoor Liberty London Floral Embroidery Stripes Multi-Color,tenis-adidas-gazelle-indoor-liberty-london-floral-embroidery-stripes-multi-color,38,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JH7370-6,JH7370-6,color,2,1,1,Tênis Adidas Gazelle Indoor Liberty London Floral Embroidery Stripes Multi-Color,tenis-adidas-gazelle-indoor-liberty-london-floral-embroidery-stripes-multi-color,39,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JI3098-1,JI3098-1,color,2,1,1,Tênis Adidas Samba OG x Disney Pixar Toy Story,tenis-adidas-samba-og-x-disney-pixar-toy-story,33,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JI3098-2,JI3098-2,color,2,1,1,Tênis Adidas Samba OG x Disney Pixar Toy Story,tenis-adidas-samba-og-x-disney-pixar-toy-story,34,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JI3098-3,JI3098-3,color,2,1,1,Tênis Adidas Samba OG x Disney Pixar Toy Story,tenis-adidas-samba-og-x-disney-pixar-toy-story,35,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JI3098-4,JI3098-4,color,2,1,1,Tênis Adidas Samba OG x Disney Pixar Toy Story,tenis-adidas-samba-og-x-disney-pixar-toy-story,36,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JI3098-5,JI3098-5,color,2,1,1,Tênis Adidas Samba OG x Disney Pixar Toy Story,tenis-adidas-samba-og-x-disney-pixar-toy-story,37,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JI3098-6,JI3098-6,color,2,1,1,Tênis Adidas Samba OG x Disney Pixar Toy Story,tenis-adidas-samba-og-x-disney-pixar-toy-story,38,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JP5309-1,JP5309-1,color,2,1,1,Tênis Adidas Gazelle Indoor Liberty London Floral Embroidery Multi-Color,tenis-adidas-gazelle-indoor-liberty-london-floral-embroidery-multi-color,34,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JP5309-2,JP5309-2,color,2,1,1,Tênis Adidas Gazelle Indoor Liberty London Floral Embroidery Multi-Color,tenis-adidas-gazelle-indoor-liberty-london-floral-embroidery-multi-color,35,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JP5309-3,JP5309-3,color,2,1,1,Tênis Adidas Gazelle Indoor Liberty London Floral Embroidery Multi-Color,tenis-adidas-gazelle-indoor-liberty-london-floral-embroidery-multi-color,36,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JP5309-4,JP5309-4,color,2,1,1,Tênis Adidas Gazelle Indoor Liberty London Floral Embroidery Multi-Color,tenis-adidas-gazelle-indoor-liberty-london-floral-embroidery-multi-color,37,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JP5309-5,JP5309-5,color,2,1,1,Tênis Adidas Gazelle Indoor Liberty London Floral Embroidery Multi-Color,tenis-adidas-gazelle-indoor-liberty-london-floral-embroidery-multi-color,38,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JP5309-6,JP5309-6,color,2,1,1,Tênis Adidas Gazelle Indoor Liberty London Floral Embroidery Multi-Color,tenis-adidas-gazelle-indoor-liberty-london-floral-embroidery-multi-color,39,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JS0297-1,JS0297-1,color,2,1,1,Tênis Adidas Taekwondo Mei Cow Print (Women's) Animal Print,tenis-adidas-taekwondo-mei-cow-print-womens-animal-print,34,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JS0297-2,JS0297-2,color,2,1,1,Tênis Adidas Taekwondo Mei Cow Print (Women's) Animal Print,tenis-adidas-taekwondo-mei-cow-print-womens-animal-print,35,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JS0297-3,JS0297-3,color,2,1,1,Tênis Adidas Taekwondo Mei Cow Print (Women's) Animal Print,tenis-adidas-taekwondo-mei-cow-print-womens-animal-print,36,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JS0297-4,JS0297-4,color,2,1,1,Tênis Adidas Taekwondo Mei Cow Print (Women's) Animal Print,tenis-adidas-taekwondo-mei-cow-print-womens-animal-print,37,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JS0297-5,JS0297-5,color,2,1,1,Tênis Adidas Taekwondo Mei Cow Print (Women's) Animal Print,tenis-adidas-taekwondo-mei-cow-print-womens-animal-print,38,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JS0297-6,JS0297-6,color,2,1,1,Tênis Adidas Taekwondo Mei Cow Print (Women's) Animal Print,tenis-adidas-taekwondo-mei-cow-print-womens-animal-print,39,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:JS0297-7,JS0297-7,color,2,1,1,Tênis Adidas Taekwondo Mei Cow Print (Women's) Animal Print,tenis-adidas-taekwondo-mei-cow-print-womens-animal-print,40,ambiguous_missing_source_value,"{""color"": """"}","{""color"": ""low_no_color_detected""}",False
online:pt:BR:MTB16,MTB16,color;size,4,1,1,MEDICOM TOY - Bearbrick Pushead #6 400% Toy Art Multi-Color,medicom-toy-bearbrick-pushead-6-400-toy-art-multi-color,Default Title,ambiguous_missing_source_value,"{""sizes"": [""Default Title""], ""color"": """"}","{""sizes"": ""high_shopify_variant_option_or_title"", ""color"": ""low_no_color_detected""}",False
online:pt:BR:RH20,RH20,color;size,4,1,1,Lip Tint Rhode Scented Peptide Toast,lip-tint-rhode-scented-peptide-toast,Default Title,ambiguous_missing_source_value,"{""sizes"": [""Default Title""], ""color"": """"}","{""sizes"": ""high_shopify_variant_option_or_title"", ""color"": ""low_no_color_detected""}",False
online:pt:BR:10310578515087778063,10310578515087778063,age group;gender;size,3,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:10695397335246538087,10695397335246538087,age group;color;gender;size,4,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:12196644472973744396,12196644472973744396,age group;gender;size,3,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:12475328072847087695,12475328072847087695,age group;gender;size,3,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:12820359859699264559,12820359859699264559,age group;color;gender;price;size,5,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:13509922810333178540,13509922810333178540,age group;gender;size,3,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:14252480804615463970,14252480804615463970,age group;gender;size,3,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:15014470994320532817,15014470994320532817,age group;gender;size,3,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:15031239196158973196,15031239196158973196,age group;gender;size,3,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:15050545522805546621,15050545522805546621,color,1,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:15507753369156717392,15507753369156717392,age group;gender;price;size,4,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:15690098651674929383,15690098651674929383,age group;gender;size,3,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:15702667075807199895,15702667075807199895,age group;color;gender;price;size,5,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:16354631407067711955,16354631407067711955,price,1,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:16606924615096196772,16606924615096196772,age group;gender;size,3,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:17533377349709354893,17533377349709354893,price,1,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:17623149180616410488,17623149180616410488,age group;color;gender;price;size,5,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:2036757578429075603,2036757578429075603,age group;gender,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:2162246425358063315,2162246425358063315,age group;gender;size,3,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:2243578831328686793,2243578831328686793,age group;gender;size,3,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:2669418431140851356,2669418431140851356,price,1,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:295037732143708012,295037732143708012,age group;color;gender,3,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:3036040229053224603,3036040229053224603,age group;color;gender;size,4,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:3133930154296067693,3133930154296067693,age group;color;gender;size,4,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:3256183830573196292,3256183830573196292,age group;gender;size,3,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:3981551483619956066,3981551483619956066,age group;gender;size,3,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:5627606835540697766,5627606835540697766,age group;color;gender;size,4,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:5706324928133224313,5706324928133224313,age group;gender;size,3,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:6036386056472256840,6036386056472256840,age group;gender;size,3,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:6080045556145197003,6080045556145197003,age group;gender;size,3,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:6271425026146428361,6271425026146428361,age group;gender;size,3,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:6531799355487598672,6531799355487598672,age group;color;gender;price;size,5,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:6620553011844522059,6620553011844522059,age group;gender;size,3,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:6666401935644385163,6666401935644385163,price,1,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:6936117560797002307,6936117560797002307,age group;gender;size,3,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:9914706510510919523,9914706510510919523,age group;color;gender;size,4,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:9992569968476017768,9992569968476017768,age group;color;gender;price;size,5,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALD-2515934-L,ALD-2515934-L,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALD-2515934-M,ALD-2515934-M,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALD-2515934-S,ALD-2515934-S,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALD-2515934-XL,ALD-2515934-XL,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALD-3072990-OS,ALD-3072990-OS,size,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALD-3105758-OS,ALD-3105758-OS,size,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALD-3381470-G,ALD-3381470-G,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALD-3381470-M,ALD-3381470-M,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALD-3381470-P,ALD-3381470-P,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALD-4108254-L,ALD-4108254-L,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALD-4108254-M,ALD-4108254-M,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALD-4108254-S,ALD-4108254-S,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALD-9318238-G,ALD-9318238-G,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALD-9318238-M,ALD-9318238-M,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALD-9318238-P,ALD-9318238-P,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-1465950-OS,ALO-1465950-OS,size,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-2441950-34,ALO-2441950-34,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-2441950-35,ALO-2441950-35,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-2441950-36,ALO-2441950-36,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-2441950-37,ALO-2441950-37,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-2441950-38,ALO-2441950-38,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-2441950-39,ALO-2441950-39,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-2441950-40,ALO-2441950-40,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-2441950-41,ALO-2441950-41,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-2441950-42,ALO-2441950-42,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-2441950-43,ALO-2441950-43,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-2441950-44,ALO-2441950-44,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-3137118-OS,ALO-3137118-OS,size,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-4485982-L,ALO-4485982-L,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-4485982-M,ALO-4485982-M,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-4485982-S,ALO-4485982-S,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-4485982-XS,ALO-4485982-XS,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-4485982-XXS,ALO-4485982-XXS,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-4584286-L,ALO-4584286-L,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-4584286-M,ALO-4584286-M,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-4584286-S,ALO-4584286-S,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-4584286-XS,ALO-4584286-XS,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-4584286-XXS,ALO-4584286-XXS,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-4649822-OS,ALO-4649822-OS,size,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-9507806-L,ALO-9507806-L,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-9507806-M,ALO-9507806-M,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-9507806-S,ALO-9507806-S,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:ALO-9507806-XS,ALO-9507806-XS,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:APH-7185886-XL,APH-7185886-XL,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:CLC-9471710-L,CLC-9471710-L,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:CLC-9471710-M,CLC-9471710-M,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:CLC-9471710-S,CLC-9471710-S,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:CLC-9471710-XL,CLC-9471710-XL,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:CLC-9471710-XS,CLC-9471710-XS,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:CLC-9471710-XXL,CLC-9471710-XXL,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:DA6672-100-34,DA6672-100-34,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:DA6672-100-35,DA6672-100-35,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:DA6672-100-36,DA6672-100-36,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:DA6672-100-37,DA6672-100-37,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:DA6672-100-38,DA6672-100-38,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:DA6672-100-39,DA6672-100-39,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:DA6672-100-40,DA6672-100-40,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:DA6672-100-41,DA6672-100-41,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:DA6672-100-42,DA6672-100-42,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:DA6672-100-43,DA6672-100-43,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:DA6672-100-44,DA6672-100-44,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:DA6672-200-34,DA6672-200-34,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:DA6672-200-35,DA6672-200-35,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:DA6672-200-36,DA6672-200-36,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:DA6672-200-37,DA6672-200-37,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:DA6672-200-38,DA6672-200-38,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:DA6672-200-39,DA6672-200-39,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:DA6672-200-40,DA6672-200-40,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:DA6672-200-41,DA6672-200-41,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:DA6672-200-42,DA6672-200-42,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:DA6672-200-43,DA6672-200-43,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
online:pt:BR:DA6672-200-44,DA6672-200-44,color,2,0,0,,,,blocked_no_shopify_exact_sku_match,{},{},False
