package,product_id,offer_id,normalized_sku,merchant_title,shopify_state,tiny_probe_state,tiny_exact_match_count,tiny_id,tiny_official_deposit_seen,tiny_official_deposit_saldo,tiny_deposit_count,recommended_next_action
C_local_identifier_fix,local:pt:BR:LIA_ONI-3740254-36,LIA_ONI-3740254-36,ONI-3740254-36,Tênis Onitsuka Tiger Mexico 66 Sabot Birch Peacoat Bege,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_ONI-3740254-37,LIA_ONI-3740254-37,ONI-3740254-37,Tênis Onitsuka Tiger Mexico 66 Sabot Birch Peacoat Bege,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_ONI-3740254-38,LIA_ONI-3740254-38,ONI-3740254-38,Tênis Onitsuka Tiger Mexico 66 Sabot Birch Peacoat Bege,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_ONI-3740254-39,LIA_ONI-3740254-39,ONI-3740254-39,Tênis Onitsuka Tiger Mexico 66 Sabot Birch Peacoat Bege,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_ONI-3740254-40,LIA_ONI-3740254-40,ONI-3740254-40,Tênis Onitsuka Tiger Mexico 66 Sabot Birch Peacoat Bege,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_ONI-3740254-41,LIA_ONI-3740254-41,ONI-3740254-41,Tênis Onitsuka Tiger Mexico 66 Sabot Birch Peacoat Bege,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_ONI-3740254-42,LIA_ONI-3740254-42,ONI-3740254-42,Tênis Onitsuka Tiger Mexico 66 Sabot Birch Peacoat Bege,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_ONI-3740254-43,LIA_ONI-3740254-43,ONI-3740254-43,Tênis Onitsuka Tiger Mexico 66 Sabot Birch Peacoat Bege,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_ONI-5436510-34,LIA_ONI-5436510-34,ONI-5436510-34,Tênis Onitsuka Tiger Mexico 66 SD Metallic Series Pale Mint Cream Azul,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_ONI-5436510-35,LIA_ONI-5436510-35,ONI-5436510-35,Tênis Onitsuka Tiger Mexico 66 SD Metallic Series Pale Mint Cream Azul,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_ONI-5436510-36,LIA_ONI-5436510-36,ONI-5436510-36,Tênis Onitsuka Tiger Mexico 66 SD Metallic Series Pale Mint Cream Azul,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_ONI-5436510-37,LIA_ONI-5436510-37,ONI-5436510-37,Tênis Onitsuka Tiger Mexico 66 SD Metallic Series Pale Mint Cream Azul,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_ONI-5436510-38,LIA_ONI-5436510-38,ONI-5436510-38,Tênis Onitsuka Tiger Mexico 66 SD Metallic Series Pale Mint Cream Azul,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_ONI-5436510-39,LIA_ONI-5436510-39,ONI-5436510-39,Tênis Onitsuka Tiger Mexico 66 SD Metallic Series Pale Mint Cream Azul,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_ONI-5436510-40,LIA_ONI-5436510-40,ONI-5436510-40,Tênis Onitsuka Tiger Mexico 66 SD Metallic Series Pale Mint Cream Azul,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_ONI-5436510-41,LIA_ONI-5436510-41,ONI-5436510-41,Tênis Onitsuka Tiger Mexico 66 SD Metallic Series Pale Mint Cream Azul,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_ONI-5436510-42,LIA_ONI-5436510-42,ONI-5436510-42,Tênis Onitsuka Tiger Mexico 66 SD Metallic Series Pale Mint Cream Azul,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_PAC-5280094-M,LIA_PAC-5280094-M,PAC-5280094-M,Camiseta Pace Waffle Knit Off White,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_PAC-5280094-S,LIA_PAC-5280094-S,PAC-5280094-S,Camiseta Pace Waffle Knit Off White,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_PAC-5280094-XL,LIA_PAC-5280094-XL,PAC-5280094-XL,Camiseta Pace Waffle Knit Off White,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_REP-4448862-L,LIA_REP-4448862-L,REP-4448862-L,Camiseta Represent Clo Revere Manor Stained Black Preto,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_REP-4448862-M,LIA_REP-4448862-M,REP-4448862-M,Camiseta Represent Clo Revere Manor Stained Black Preto,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_REP-4448862-S,LIA_REP-4448862-S,REP-4448862-S,Camiseta Represent Clo Revere Manor Stained Black Preto,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_REP-4448862-XL,LIA_REP-4448862-XL,REP-4448862-XL,Camiseta Represent Clo Revere Manor Stained Black Preto,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_REP-4481630-L,LIA_REP-4481630-L,REP-4481630-L,Camiseta Represent Clo Revere Manor Aged White Branco,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_REP-4481630-M,LIA_REP-4481630-M,REP-4481630-M,Camiseta Represent Clo Revere Manor Aged White Branco,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_REP-4481630-S,LIA_REP-4481630-S,REP-4481630-S,Camiseta Represent Clo Revere Manor Aged White Branco,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_REP-4481630-XL,LIA_REP-4481630-XL,REP-4481630-XL,Camiseta Represent Clo Revere Manor Aged White Branco,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_REP-4547166-L,LIA_REP-4547166-L,REP-4547166-L,Camiseta Represent Clo Shark Jaws Off Black Preto,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_REP-4547166-M,LIA_REP-4547166-M,REP-4547166-M,Camiseta Represent Clo Shark Jaws Off Black Preto,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_REP-4547166-S,LIA_REP-4547166-S,REP-4547166-S,Camiseta Represent Clo Shark Jaws Off Black Preto,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_REP-4547166-XL,LIA_REP-4547166-XL,REP-4547166-XL,Camiseta Represent Clo Shark Jaws Off Black Preto,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_REP-4645470-L,LIA_REP-4645470-L,REP-4645470-L,Camiseta Represent Clo Storms In Heaven Black Preto,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_REP-4645470-M,LIA_REP-4645470-M,REP-4645470-M,Camiseta Represent Clo Storms In Heaven Black Preto,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_REP-4645470-S,LIA_REP-4645470-S,REP-4645470-S,Camiseta Represent Clo Storms In Heaven Black Preto,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_REP-4645470-XL,LIA_REP-4645470-XL,REP-4645470-XL,Camiseta Represent Clo Storms In Heaven Black Preto,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_REP-7288158-L,LIA_REP-7288158-L,REP-7288158-L,Shorts Represent Clo Owners Club Flat White Branco,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_REP-7288158-M,LIA_REP-7288158-M,REP-7288158-M,Shorts Represent Clo Owners Club Flat White Branco,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_REP-7288158-S,LIA_REP-7288158-S,REP-7288158-S,Shorts Represent Clo Owners Club Flat White Branco,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_REP-7288158-XL,LIA_REP-7288158-XL,REP-7288158-XL,Shorts Represent Clo Owners Club Flat White Branco,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_REP-7451998-L,LIA_REP-7451998-L,REP-7451998-L,Moletom Represent Clo Masking Tape Initial Cedar Marrom,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_REP-7451998-M,LIA_REP-7451998-M,REP-7451998-M,Moletom Represent Clo Masking Tape Initial Cedar Marrom,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_REP-7451998-S,LIA_REP-7451998-S,REP-7451998-S,Moletom Represent Clo Masking Tape Initial Cedar Marrom,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_REP-7451998-XL,LIA_REP-7451998-XL,REP-7451998-XL,Moletom Represent Clo Masking Tape Initial Cedar Marrom,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_SST-2772190-L,LIA_SST-2772190-L,SST-2772190-L,Camisa Manga Curta Boxy Saint Studio Egípcio Listrada Marinho,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_SST-2772190-M,LIA_SST-2772190-M,SST-2772190-M,Camisa Manga Curta Boxy Saint Studio Egípcio Listrada Marinho,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_SST-2772190-S,LIA_SST-2772190-S,SST-2772190-S,Camisa Manga Curta Boxy Saint Studio Egípcio Listrada Marinho,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_SST-2772190-XL,LIA_SST-2772190-XL,SST-2772190-XL,Camisa Manga Curta Boxy Saint Studio Egípcio Listrada Marinho,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_SST-2837726-L,LIA_SST-2837726-L,SST-2837726-L,Camiseta Boxy Saint Studio Supima Preto,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_SST-2837726-M,LIA_SST-2837726-M,SST-2837726-M,Camiseta Boxy Saint Studio Supima Preto,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_SST-2837726-S,LIA_SST-2837726-S,SST-2837726-S,Camiseta Boxy Saint Studio Supima Preto,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
C_local_identifier_fix,local:pt:BR:LIA_SST-2837726-XL,LIA_SST-2837726-XL,SST-2837726-XL,Camiseta Boxy Saint Studio Supima Preto,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
D_local_stale_triage,local:pt:BR:LIA_LAB-0132830-OS,LIA_LAB-0132830-OS,LAB-0132830-OS,Pop Mart Labubu The Monsters Coca Cola Series Happy Factor Vinyl Plush Pingente,no_shopify_live_exact_sku_no_tiny_local_match_cleanup_candidate_after_pos_validation,tiny_no_exact_code_match_residual_cleanup_candidate_needs_pos_source_validation,0,,False,,0,candidate for residual approval packet only after POS/source validation and rollback snapshot
