online:pt:BR:ALO-4485982-M,Calça Alo Yoga Accolade Straight Leg Gravel Bege,candidate_wave3_color_title_review,color,"{""color"": ""Bege""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:ALO-4485982-S,Calça Alo Yoga Accolade Straight Leg Gravel Bege,candidate_wave3_color_title_review,color,"{""color"": ""Bege""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:ALO-4485982-XS,Calça Alo Yoga Accolade Straight Leg Gravel Bege,candidate_wave3_color_title_review,color,"{""color"": ""Bege""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:ALO-4485982-XXS,Calça Alo Yoga Accolade Straight Leg Gravel Bege,candidate_wave3_color_title_review,color,"{""color"": ""Bege""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:ALO-4584286-L,Camiseta Manga Longa Alo Yoga Ribbed Mesmerize Mock Neck Ivory Creme,candidate_wave3_color_title_review,color,"{""color"": ""Creme""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:ALO-4584286-M,Camiseta Manga Longa Alo Yoga Ribbed Mesmerize Mock Neck Ivory Creme,candidate_wave3_color_title_review,color,"{""color"": ""Creme""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:ALO-4584286-S,Camiseta Manga Longa Alo Yoga Ribbed Mesmerize Mock Neck Ivory Creme,candidate_wave3_color_title_review,color,"{""color"": ""Creme""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:ALO-4584286-XS,Camiseta Manga Longa Alo Yoga Ribbed Mesmerize Mock Neck Ivory Creme,candidate_wave3_color_title_review,color,"{""color"": ""Creme""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:ALO-4584286-XXS,Camiseta Manga Longa Alo Yoga Ribbed Mesmerize Mock Neck Ivory Creme,candidate_wave3_color_title_review,color,"{""color"": ""Creme""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:ALO-9507806-L,Calça Alo Yoga Airbrush High-Waist Heart Throb Preto,candidate_wave3_color_title_review,color,"{""color"": ""Preto""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:ALO-9507806-M,Calça Alo Yoga Airbrush High-Waist Heart Throb Preto,candidate_wave3_color_title_review,color,"{""color"": ""Preto""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:ALO-9507806-S,Calça Alo Yoga Airbrush High-Waist Heart Throb Preto,candidate_wave3_color_title_review,color,"{""color"": ""Preto""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:ALO-9507806-XS,Calça Alo Yoga Airbrush High-Waist Heart Throb Preto,candidate_wave3_color_title_review,color,"{""color"": ""Preto""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:APH-7185886-XL,Shorts Aphase Minimal Track - Light Grey Cinza,candidate_wave3_color_title_review,color,"{""color"": ""Cinza""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:CLC-9471710-L,Moletom Cold Culture Curved Heavy Grey Cinza,candidate_wave3_color_title_review,color,"{""color"": ""Cinza""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:CLC-9471710-M,Moletom Cold Culture Curved Heavy Grey Cinza,candidate_wave3_color_title_review,color,"{""color"": ""Cinza""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:CLC-9471710-S,Moletom Cold Culture Curved Heavy Grey Cinza,candidate_wave3_color_title_review,color,"{""color"": ""Cinza""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:CLC-9471710-XL,Moletom Cold Culture Curved Heavy Grey Cinza,candidate_wave3_color_title_review,color,"{""color"": ""Cinza""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:CLC-9471710-XS,Moletom Cold Culture Curved Heavy Grey Cinza,candidate_wave3_color_title_review,color,"{""color"": ""Cinza""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:CLC-9471710-XXL,Moletom Cold Culture Curved Heavy Grey Cinza,candidate_wave3_color_title_review,color,"{""color"": ""Cinza""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:DA6672-100-34,Tênis Tom Sachs x NikeCraft General Purpose Summit White Branco,candidate_wave3_color_title_review,color,"{""color"": ""Branco""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:DA6672-100-35,Tênis Tom Sachs x NikeCraft General Purpose Summit White Branco,candidate_wave3_color_title_review,color,"{""color"": ""Branco""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:DA6672-100-36,Tênis Tom Sachs x NikeCraft General Purpose Summit White Branco,candidate_wave3_color_title_review,color,"{""color"": ""Branco""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:DA6672-100-37,Tênis Tom Sachs x NikeCraft General Purpose Summit White Branco,candidate_wave3_color_title_review,color,"{""color"": ""Branco""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:DA6672-100-38,Tênis Tom Sachs x NikeCraft General Purpose Summit White Branco,candidate_wave3_color_title_review,color,"{""color"": ""Branco""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:DA6672-100-39,Tênis Tom Sachs x NikeCraft General Purpose Summit White Branco,candidate_wave3_color_title_review,color,"{""color"": ""Branco""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:DA6672-100-40,Tênis Tom Sachs x NikeCraft General Purpose Summit White Branco,candidate_wave3_color_title_review,color,"{""color"": ""Branco""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:DA6672-100-41,Tênis Tom Sachs x NikeCraft General Purpose Summit White Branco,candidate_wave3_color_title_review,color,"{""color"": ""Branco""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:DA6672-100-42,Tênis Tom Sachs x NikeCraft General Purpose Summit White Branco,candidate_wave3_color_title_review,color,"{""color"": ""Branco""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:DA6672-100-43,Tênis Tom Sachs x NikeCraft General Purpose Summit White Branco,candidate_wave3_color_title_review,color,"{""color"": ""Branco""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:DA6672-100-44,Tênis Tom Sachs x NikeCraft General Purpose Summit White Branco,candidate_wave3_color_title_review,color,"{""color"": ""Branco""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:DA6672-201-34,Tenis Nike Craft General Purpose Shoe Tom Sachs Field Brown Marrom,candidate_wave3_color_title_review,color,"{""color"": ""Marrom""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:DA6672-201-35,Tenis Nike Craft General Purpose Shoe Tom Sachs Field Brown Marrom,candidate_wave3_color_title_review,color,"{""color"": ""Marrom""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:DA6672-201-36,Tenis Nike Craft General Purpose Shoe Tom Sachs Field Brown Marrom,candidate_wave3_color_title_review,color,"{""color"": ""Marrom""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:DA6672-201-37,Tenis Nike Craft General Purpose Shoe Tom Sachs Field Brown Marrom,candidate_wave3_color_title_review,color,"{""color"": ""Marrom""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:DA6672-201-38,Tenis Nike Craft General Purpose Shoe Tom Sachs Field Brown Marrom,candidate_wave3_color_title_review,color,"{""color"": ""Marrom""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:DA6672-201-39,Tenis Nike Craft General Purpose Shoe Tom Sachs Field Brown Marrom,candidate_wave3_color_title_review,color,"{""color"": ""Marrom""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:DA6672-201-40,Tenis Nike Craft General Purpose Shoe Tom Sachs Field Brown Marrom,candidate_wave3_color_title_review,color,"{""color"": ""Marrom""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:DA6672-201-41,Tenis Nike Craft General Purpose Shoe Tom Sachs Field Brown Marrom,candidate_wave3_color_title_review,color,"{""color"": ""Marrom""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:DA6672-201-42,Tenis Nike Craft General Purpose Shoe Tom Sachs Field Brown Marrom,candidate_wave3_color_title_review,color,"{""color"": ""Marrom""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:DA6672-201-43,Tenis Nike Craft General Purpose Shoe Tom Sachs Field Brown Marrom,candidate_wave3_color_title_review,color,"{""color"": ""Marrom""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:DA6672-201-44,Tenis Nike Craft General Purpose Shoe Tom Sachs Field Brown Marrom,candidate_wave3_color_title_review,color,"{""color"": ""Marrom""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:JR4683-34,Tênis Adidas by Stella McCartney Sportswear X Trainers Core Black Preto,candidate_wave3_color_title_review,color,"{""color"": ""Preto""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:JR4683-35,Tênis Adidas by Stella McCartney Sportswear X Trainers Core Black Preto,candidate_wave3_color_title_review,color,"{""color"": ""Preto""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:JR4683-36,Tênis Adidas by Stella McCartney Sportswear X Trainers Core Black Preto,candidate_wave3_color_title_review,color,"{""color"": ""Preto""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:JR4683-37,Tênis Adidas by Stella McCartney Sportswear X Trainers Core Black Preto,candidate_wave3_color_title_review,color,"{""color"": ""Preto""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:JR4683-38,Tênis Adidas by Stella McCartney Sportswear X Trainers Core Black Preto,candidate_wave3_color_title_review,color,"{""color"": ""Preto""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:JRD-7404126-34,Tênis Nike Air Jordan 4 Retro OG SP Brick By Brick Camurça Firewood Vermelho,candidate_wave3_color_title_review,color,"{""color"": ""Vermelho""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:JRD-7404126-35,Tênis Nike Air Jordan 4 Retro OG SP Brick By Brick Camurça Firewood Vermelho,candidate_wave3_color_title_review,color,"{""color"": ""Vermelho""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:JRD-7404126-36,Tênis Nike Air Jordan 4 Retro OG SP Brick By Brick Camurça Firewood Vermelho,candidate_wave3_color_title_review,color,"{""color"": ""Vermelho""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:JRD-7404126-37,Tênis Nike Air Jordan 4 Retro OG SP Brick By Brick Camurça Firewood Vermelho,candidate_wave3_color_title_review,color,"{""color"": ""Vermelho""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:JRD-7404126-38,Tênis Nike Air Jordan 4 Retro OG SP Brick By Brick Camurça Firewood Vermelho,candidate_wave3_color_title_review,color,"{""color"": ""Vermelho""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:JRD-7404126-39,Tênis Nike Air Jordan 4 Retro OG SP Brick By Brick Camurça Firewood Vermelho,candidate_wave3_color_title_review,color,"{""color"": ""Vermelho""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:JRD-7404126-40,Tênis Nike Air Jordan 4 Retro OG SP Brick By Brick Camurça Firewood Vermelho,candidate_wave3_color_title_review,color,"{""color"": ""Vermelho""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:JRD-7404126-41,Tênis Nike Air Jordan 4 Retro OG SP Brick By Brick Camurça Firewood Vermelho,candidate_wave3_color_title_review,color,"{""color"": ""Vermelho""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
online:pt:BR:JRD-7404126-42,Tênis Nike Air Jordan 4 Retro OG SP Brick By Brick Camurça Firewood Vermelho,candidate_wave3_color_title_review,color,"{""color"": ""Vermelho""}","{""color"": ""title_color_token_low_to_medium_confidence""}",ready_for_wave3_flexible_apply_if_lucas_approves,True,Lucas approved completeness over perfect fidelity for non-critical attrs; suggestion has evidence/default
