product_id,offer_id,missing_core_attrs,proposed_core_attributes,evidence,rollback_required_before_write,write_allowed_now,future_write_scope_if_approved
online:pt:BR:1182A660001,1182A660001,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-tgrs-triple-black-preto-lk-1182a660-001-6540296.png?v=1755557742"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-triple-black-couro-preto?variant=47456138166494"", ""price"": ""2599.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 TGRS Triple Black Preto""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_keyword_female""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1182A660002,1182A660002,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-tgrs-triple-black-preto-lk-1182a660-001-6540296.png?v=1755557742"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-triple-black-couro-preto?variant=47456138199262"", ""price"": ""2599.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 TGRS Triple Black Preto""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_keyword_female""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1182A660003,1182A660003,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-tgrs-triple-black-preto-lk-1182a660-001-6540296.png?v=1755557742"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-triple-black-couro-preto?variant=47456138232030"", ""price"": ""2599.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 TGRS Triple Black Preto""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_keyword_female""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1182A660004,1182A660004,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-tgrs-triple-black-preto-lk-1182a660-001-6540296.png?v=1755557742"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-triple-black-couro-preto?variant=47456138264798"", ""price"": ""2599.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 TGRS Triple Black Preto""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_keyword_female""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1182A660005,1182A660005,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-tgrs-triple-black-preto-lk-1182a660-001-6540296.png?v=1755557742"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-triple-black-couro-preto?variant=47456138297566"", ""price"": ""2599.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 TGRS Triple Black Preto""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_keyword_female""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1182A660006,1182A660006,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-tgrs-triple-black-preto-lk-1182a660-001-6540296.png?v=1755557742"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-triple-black-couro-preto?variant=47456138330334"", ""price"": ""2599.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 TGRS Triple Black Preto""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_keyword_female""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1182A677.001-1,1182A677.001-1,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-tgrs-blackgunmetal-glitter-pack-preto-lk-1182a677001-1-3640475.png?v=1766830336"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-tgrs-black-gunmetal-glitter-pack-preto?variant=47783908868318"", ""price"": ""2599.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 TGRS Black/Gunmetal Glitter Pack Preto""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1182A677.001-10,1182A677.001-10,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-tgrs-blackgunmetal-glitter-pack-preto-lk-1182a677001-1-3640475.png?v=1766830336"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-tgrs-black-gunmetal-glitter-pack-preto?variant=47783909163230"", ""price"": ""2599.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 TGRS Black/Gunmetal Glitter Pack Preto""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1182A677.001-11,1182A677.001-11,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-tgrs-blackgunmetal-glitter-pack-preto-lk-1182a677001-1-3640475.png?v=1766830336"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-tgrs-black-gunmetal-glitter-pack-preto?variant=47783909195998"", ""price"": ""2599.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 TGRS Black/Gunmetal Glitter Pack Preto""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1182A677.001-12,1182A677.001-12,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-tgrs-blackgunmetal-glitter-pack-preto-lk-1182a677001-1-3640475.png?v=1766830336"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-tgrs-black-gunmetal-glitter-pack-preto?variant=47783909228766"", ""price"": ""2599.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 TGRS Black/Gunmetal Glitter Pack Preto""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1182A677.001-2,1182A677.001-2,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-tgrs-blackgunmetal-glitter-pack-preto-lk-1182a677001-1-3640475.png?v=1766830336"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-tgrs-black-gunmetal-glitter-pack-preto?variant=47783908901086"", ""price"": ""2599.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 TGRS Black/Gunmetal Glitter Pack Preto""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1182A677.001-3,1182A677.001-3,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-tgrs-blackgunmetal-glitter-pack-preto-lk-1182a677001-1-3640475.png?v=1766830336"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-tgrs-black-gunmetal-glitter-pack-preto?variant=47783908933854"", ""price"": ""2599.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 TGRS Black/Gunmetal Glitter Pack Preto""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1182A677.001-4,1182A677.001-4,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-tgrs-blackgunmetal-glitter-pack-preto-lk-1182a677001-1-3640475.png?v=1766830336"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-tgrs-black-gunmetal-glitter-pack-preto?variant=47783908966622"", ""price"": ""2599.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 TGRS Black/Gunmetal Glitter Pack Preto""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1182A677.001-5,1182A677.001-5,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-tgrs-blackgunmetal-glitter-pack-preto-lk-1182a677001-1-3640475.png?v=1766830336"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-tgrs-black-gunmetal-glitter-pack-preto?variant=47783908999390"", ""price"": ""2599.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 TGRS Black/Gunmetal Glitter Pack Preto""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
online:pt:BR:1182A677.001-6,1182A677.001-6,availability;image link;link;price;title,"{""availability"": ""out of stock"", ""imageLink"": ""https://cdn.shopify.com/s/files/1/0621/8969/9294/files/tenis-onitsuka-tiger-mexico-66-tgrs-blackgunmetal-glitter-pack-preto-lk-1182a677001-1-3640475.png?v=1766830336"", ""link"": ""https://www.lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-tgrs-black-gunmetal-glitter-pack-preto?variant=47783909032158"", ""price"": ""2599.99 BRL"", ""title"": ""Tênis Onitsuka Tiger Mexico 66 TGRS Black/Gunmetal Glitter Pack Preto""}","{""title"": ""high_shopify_local_product_title"", ""link"": ""medium_constructed_from_shopify_handle_variant"", ""imageLink"": ""high_shopify_local_featured_image"", ""price"": ""high_shopify_local_variant_price"", ""availability"": ""medium_shopify_local_inventory_quantity"", ""sizes"": ""high_shopify_variant_option_or_title"", ""ageGroup"": ""medium_lk_default_adult"", ""gender"": ""medium_lk_default_unisex_needs_review""}",True,False,exact Merchant online product update for proposed_core_attributes only; no local channel/POS rows; no Shopify/Tiny/feed/campaign writes
