offer_id,current_title,brand,problem,proposed_title,target,confidence,link
15690098651674929383,M/m,Nude Project,título quase vazio/só código/tamanho; não identifica claramente o tipo/modelo,PENDENTE: consultar Shopify/produto por SKU antes de sugerir título sem inventar,sem write; precisa lookup Shopify/GMC por SKU,baixa,https://lksneakers.com.br/products/camiseta-nude-project-berry-tee-white-branco
16552051163064136080,43,ASICS,título quase vazio/só código/tamanho; título parece ser apenas tamanho; não identifica claramente o tipo/modelo,PENDENTE: consultar Shopify/produto por SKU antes de sugerir título sem inventar,sem write; precisa lookup Shopify/GMC por SKU,baixa,https://lksneakers.com.br/products/tenis-asics-gel-1130-white-pure-silver-prata
5390248129051651686,34,ASICS,título quase vazio/só código/tamanho; título parece ser apenas tamanho; não identifica claramente o tipo/modelo,PENDENTE: consultar Shopify/produto por SKU antes de sugerir título sem inventar,sem write; precisa lookup Shopify/GMC por SKU,baixa,https://lksneakers.com.br/products/tenis-asics-gel-1130-white-clay-canyon-branco
12053538457178343768,40,ON,título quase vazio/só código/tamanho; título parece ser apenas tamanho; não identifica claramente o tipo/modelo,PENDENTE: consultar Shopify/produto por SKU antes de sugerir título sem inventar,sem write; precisa lookup Shopify/GMC por SKU,baixa,https://lksneakers.com.br/products/tenis-on-running-x-kith-on-k-tech-2-spirulina-barley-verde
5328214585182033036,35,Nike,título quase vazio/só código/tamanho; título parece ser apenas tamanho; não identifica claramente o tipo/modelo,PENDENTE: consultar Shopify/produto por SKU antes de sugerir título sem inventar,sem write; precisa lookup Shopify/GMC por SKU,baixa,https://lksneakers.com.br/products/tenis-nike-kobe-5-protro-lower-merion-aces-away-prata
15014470994320532817,36,New Balance,título quase vazio/só código/tamanho; título parece ser apenas tamanho; não identifica claramente o tipo/modelo,PENDENTE: consultar Shopify/produto por SKU antes de sugerir título sem inventar,sem write; precisa lookup Shopify/GMC por SKU,baixa,https://lksneakers.com.br/products/tenis-new-balance-204l-slate-grey-raincloud-cinza
16359969147856982838,M/m,Nude Project,título quase vazio/só código/tamanho; não identifica claramente o tipo/modelo,PENDENTE: consultar Shopify/produto por SKU antes de sugerir título sem inventar,sem write; precisa lookup Shopify/GMC por SKU,baixa,https://lksneakers.com.br/products/top-nude-project-bassa-white-branco
8082476657063126648,43,ASICS,título quase vazio/só código/tamanho; título parece ser apenas tamanho; não identifica claramente o tipo/modelo,PENDENTE: consultar Shopify/produto por SKU antes de sugerir título sem inventar,sem write; precisa lookup Shopify/GMC por SKU,baixa,https://lksneakers.com.br/products/tenis-asics-gel-1130-black-pure-silver-prata-1
12887836741223739253,34,New Balance,título quase vazio/só código/tamanho; título parece ser apenas tamanho; não identifica claramente o tipo/modelo,PENDENTE: consultar Shopify/produto por SKU antes de sugerir título sem inventar,sem write; precisa lookup Shopify/GMC por SKU,baixa,https://lksneakers.com.br/products/tenis-new-balance-990v6-made-in-usa-cinza-castlerock
13509922810333178540,L/g,Nude Project,título quase vazio/só código/tamanho; não identifica claramente o tipo/modelo,PENDENTE: consultar Shopify/produto por SKU antes de sugerir título sem inventar,sem write; precisa lookup Shopify/GMC por SKU,baixa,https://lksneakers.com.br/products/camiseta-nude-project-honor-tee-black-preto
10695397335246538087,42,Timberland,título quase vazio/só código/tamanho; título parece ser apenas tamanho; não identifica claramente o tipo/modelo,PENDENTE: consultar Shopify/produto por SKU antes de sugerir título sem inventar,sem write; precisa lookup Shopify/GMC por SKU,baixa,https://lksneakers.com.br/products/bota-timberland-6-premium-waterproof-boot-supreme-multi-color-colorido
9914706510510919523,37,Nike,título quase vazio/só código/tamanho; título parece ser apenas tamanho; não identifica claramente o tipo/modelo,PENDENTE: consultar Shopify/produto por SKU antes de sugerir título sem inventar,sem write; precisa lookup Shopify/GMC por SKU,baixa,https://lksneakers.com.br/products/tenis-nike-sb-dunk-low-pro-muni-lightning-denim-turquoise-turquesa
3256183830573196292,L/g,Saint Studio,título quase vazio/só código/tamanho; não identifica claramente o tipo/modelo,PENDENTE: consultar Shopify/produto por SKU antes de sugerir título sem inventar,sem write; precisa lookup Shopify/GMC por SKU,baixa,https://lksneakers.com.br/products/camiseta-saint-studio-oversized-suedine-supima-areia-bege
6577883094469507641,43,Nike,título quase vazio/só código/tamanho; título parece ser apenas tamanho; não identifica claramente o tipo/modelo,PENDENTE: consultar Shopify/produto por SKU antes de sugerir título sem inventar,sem write; precisa lookup Shopify/GMC por SKU,baixa,https://lksneakers.com.br/products/tenis-nike-kobe-11-protro-mamba-day-dourado
10310578515087778063,40,Nike,título quase vazio/só código/tamanho; título parece ser apenas tamanho; não identifica claramente o tipo/modelo,PENDENTE: consultar Shopify/produto por SKU antes de sugerir título sem inventar,sem write; precisa lookup Shopify/GMC por SKU,baixa,https://lksneakers.com.br/products/tenis-nike-vomero-premium-tangerine-tint-laranja
2243578831328686793,35,Nike,título quase vazio/só código/tamanho; título parece ser apenas tamanho; não identifica claramente o tipo/modelo,PENDENTE: consultar Shopify/produto por SKU antes de sugerir título sem inventar,sem write; precisa lookup Shopify/GMC por SKU,baixa,https://lksneakers.com.br/products/tenis-nike-vomero-premium-barely-green-verde
