priority,bucket,action_package,risk,channel,product_id,offer_id,reconciliation_offer_id,title,source,availability,recommended_action,evidence,has_destination_problem,item_issue_count,approval_needed,rollback_requirement,execution_status
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_1183B566 021-4,LIA_1183B566 021-4,1183B566 021-4,Tênis Onitsuka Tiger Mexico 66 Chrome Silver Prata,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;gtin_matches_shopify_barcode,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_1183B566 021-5,LIA_1183B566 021-5,1183B566 021-5,Tênis Onitsuka Tiger Mexico 66 Chrome Silver Prata,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;gtin_matches_shopify_barcode,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_1183B566 021-6,LIA_1183B566 021-6,1183B566 021-6,Tênis Onitsuka Tiger Mexico 66 Chrome Silver Prata,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;gtin_matches_shopify_barcode,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_1183B566 021-9,LIA_1183B566 021-9,1183B566 021-9,Tênis Onitsuka Tiger Mexico 66 Chrome Silver Prata,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_1183C102 751-1,LIA_1183C102 751-1,1183C102 751-1,Tênis Onitsuka Tiger Mexico 66 Kill Bill Amarelo,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;gtin_matches_shopify_barcode,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_1183C102 751-11,LIA_1183C102 751-11,1183C102 751-11,Tênis Onitsuka Tiger Mexico 66 Kill Bill Amarelo,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_1183C102 751-2,LIA_1183C102 751-2,1183C102 751-2,Tênis Onitsuka Tiger Mexico 66 Kill Bill Amarelo,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;gtin_matches_shopify_barcode,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_1183C102 751-3,LIA_1183C102 751-3,1183C102 751-3,Tênis Onitsuka Tiger Mexico 66 Kill Bill Amarelo,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;gtin_matches_shopify_barcode,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_1183C10200,LIA_1183C10200,1183C10200,Tênis Onitsuka Tiger Mexico 66 Black and White Preto,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_1183C102100,LIA_1183C102100,1183C102100,Tênis Onitsuka Tiger Mexico 66 White Blue Branco,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;gtin_matches_shopify_barcode;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_1183C123.200,LIA_1183C123.200,1183C123.200,Tênis Onitsuka Tiger Mexico 66 Sabot Birch Peacoat Bege,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_1183C431020,LIA_1183C431020,1183C431020,Tênis Onitsuka Tiger Tokuten Cinza,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;gtin_matches_shopify_barcode;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_1183C468.300,LIA_1183C468.300,1183C468.300,Tênis Onitsuka Tiger Mexico 66 SD Metallic Series Pale Mint Cream Azul,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_1FY4567-45,LIA_1FY4567-45,1FY4567-45,Tênis Yeezy Foam Runner Sand Bege,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_205759 610-2,LIA_205759 610-2,205759 610-2,Crocs Classic Clog x The Cars Lightning McQueen Vermelho,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_205759 610-3,LIA_205759 610-3,205759 610-3,Crocs Classic Clog x The Cars Lightning McQueen Vermelho,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_205759 610-4,LIA_205759 610-4,205759 610-4,Crocs Classic Clog x The Cars Lightning McQueen Vermelho,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_205759 610-5,LIA_205759 610-5,205759 610-5,Crocs Classic Clog x The Cars Lightning McQueen Vermelho,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_205759 610-6,LIA_205759 610-6,205759 610-6,Crocs Classic Clog x The Cars Lightning McQueen Vermelho,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_205759 610-7,LIA_205759 610-7,205759 610-7,Crocs Classic Clog x The Cars Lightning McQueen Vermelho,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_205759 610-8,LIA_205759 610-8,205759 610-8,Crocs Classic Clog x The Cars Lightning McQueen Vermelho,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_205759 610-9,LIA_205759 610-9,205759 610-9,Crocs Classic Clog x The Cars Lightning McQueen Vermelho,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_209373 3TX-1,LIA_209373 3TX-1,209373 3TX-1,Tênis Crocs Classic Clog x DreamWorks Sherek Verde,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_39884702,LIA_39884702,39884702,Tênis Puma Speedcat Archive Haute Coffee Frosted Ivory Marrom,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_553558030,LIA_553558030,553558030,Tênis Nike Air Jordan 1 Low Light Smoke Grey Cinza,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_ADI-3400542-34,LIA_ADI-3400542-34,ADI-3400542-34,Tênis Adidas Tokyo Crew White Floral Embroidery Branco,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_ADI-3400542-35,LIA_ADI-3400542-35,ADI-3400542-35,Tênis Adidas Tokyo Crew White Floral Embroidery Branco,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_ADI-3400542-36,LIA_ADI-3400542-36,ADI-3400542-36,Tênis Adidas Tokyo Crew White Floral Embroidery Branco,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_ADI-3400542-37,LIA_ADI-3400542-37,ADI-3400542-37,Tênis Adidas Tokyo Crew White Floral Embroidery Branco,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_ADI-3400542-38,LIA_ADI-3400542-38,ADI-3400542-38,Tênis Adidas Tokyo Crew White Floral Embroidery Branco,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_ADI-3400542-39,LIA_ADI-3400542-39,ADI-3400542-39,Tênis Adidas Tokyo Crew White Floral Embroidery Branco,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_ADI-3400542-40,LIA_ADI-3400542-40,ADI-3400542-40,Tênis Adidas Tokyo Crew White Floral Embroidery Branco,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_ADI-9091550-34,LIA_ADI-9091550-34,ADI-9091550-34,Tênis Adidas Samba OG Valentine's Day,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_ADI-9091550-35,LIA_ADI-9091550-35,ADI-9091550-35,Tênis Adidas Samba OG Valentine's Day,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_ADI-9091550-36,LIA_ADI-9091550-36,ADI-9091550-36,Tênis Adidas Samba OG Valentine's Day,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_ADI-9091550-37,LIA_ADI-9091550-37,ADI-9091550-37,Tênis Adidas Samba OG Valentine's Day,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_ADI-9091550-38,LIA_ADI-9091550-38,ADI-9091550-38,Tênis Adidas Samba OG Valentine's Day,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_ADI-9091550-39,LIA_ADI-9091550-39,ADI-9091550-39,Tênis Adidas Samba OG Valentine's Day,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_ALD-2352094-L,LIA_ALD-2352094-L,ALD-2352094-L,Camiseta Aimé Leon Dore Queens Crest Pocket Pine Grove Verde,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_ALD-2352094-M,LIA_ALD-2352094-M,ALD-2352094-M,Camiseta Aimé Leon Dore Queens Crest Pocket Pine Grove Verde,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_ALD-2352094-S,LIA_ALD-2352094-S,ALD-2352094-S,Camiseta Aimé Leon Dore Queens Crest Pocket Pine Grove Verde,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_ALD-2352094-XL,LIA_ALD-2352094-XL,ALD-2352094-XL,Camiseta Aimé Leon Dore Queens Crest Pocket Pine Grove Verde,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_ALD-2515934-L,LIA_ALD-2515934-L,ALD-2515934-L,Camiseta Aimé Leon Dore Musician Graphic Preta,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_ALD-2515934-M,LIA_ALD-2515934-M,ALD-2515934-M,Camiseta Aimé Leon Dore Musician Graphic Preta,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_ALD-2515934-S,LIA_ALD-2515934-S,ALD-2515934-S,Camiseta Aimé Leon Dore Musician Graphic Preta,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_ALD-2515934-XL,LIA_ALD-2515934-XL,ALD-2515934-XL,Camiseta Aimé Leon Dore Musician Graphic Preta,api,out of stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_ALD-3072990-OS,LIA_ALD-3072990-OS,ALD-3072990-OS,Boné Aime Leon Dore Washed Script Plaza Taupe Bege,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
P1,local_identifier_mismatch,C_local_identifier_fix,medium_high,local,local:pt:BR:LIA_ALD-3105758-OS,LIA_ALD-3105758-OS,ALD-3105758-OS,Boné Aime Leon Dore Washed Script Jet Black Preto,api,in stock,fix_or_confirm_local_identifier_mapping_preview,item_group_matches_shopify_product_id;same_normalized_offer_seen_in_local_and_online,False,0,Lucas approval for any local inventory/POS/Merchant mapping write.,Keep LIA product resource snapshot and POS/local mapping before any change; rollback by restoring mapping/resource.,not_executed_preview_only
