package,priority,bucket,product_id,channel,offer_id,reconciliation_offer_id,title,proposed_operation,approval_gate,rollback_snapshot_ref,execution_status,evidence,has_destination_problem,item_issue_count
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:10670199908087968917,online,10670199908087968917,10670199908087968917,40,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_item_level_issues,False,3
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:10695397335246538087,online,10695397335246538087,10695397335246538087,42,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_destination_not_approved;merchant_item_level_issues,True,5
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:10784534773176376609,online,10784534773176376609,10784534773176376609,42.5,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_item_level_issues,False,3
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:10904592510604289283,online,10904592510604289283,10904592510604289283,37,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_item_level_issues,False,3
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1095700719253484391,online,1095700719253484391,1095700719253484391,42.5,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_item_level_issues,False,3
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:10964298058642879571,online,10964298058642879571,10964298058642879571,44,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_item_level_issues,False,3
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:11064332150580902720,online,11064332150580902720,11064332150580902720,40,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_item_level_issues,False,3
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1113702393165161260,online,1113702393165161260,1113702393165161260,37,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_item_level_issues,False,3
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:11155759485124230902,online,11155759485124230902,11155759485124230902,G/l,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_item_level_issues,False,3
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:11252184373683873935,online,11252184373683873935,11252184373683873935,45,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_item_level_issues,False,3
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:11288575251658071454,online,11288575251658071454,11288575251658071454,41,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_item_level_issues,False,3
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:11314165610362543496,online,11314165610362543496,11314165610362543496,40,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_item_level_issues,False,3
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:11314792792398542744,online,11314792792398542744,11314792792398542744,Moletom Oversized Nylon Fear of God Essentials Jet Black Preto,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_destination_not_approved;merchant_item_level_issues,True,6
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:11362592317382846242,online,11362592317382846242,11362592317382846242,Oculos de Sol Balenciaga BB0231S-005 Branco,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_item_level_issues,False,2
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:11370243315470770424,online,11370243315470770424,11370243315470770424,40,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_item_level_issues,False,3
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:11559599434789926545,online,11559599434789926545,11559599434789926545,38,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_item_level_issues,False,3
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:11589248076431029294,online,11589248076431029294,11589248076431029294,38,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_item_level_issues,False,3
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:11766943576399902599,online,11766943576399902599,11766943576399902599,42,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_item_level_issues,False,3
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:11803058060859929670,online,11803058060859929670,11803058060859929670,41,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_item_level_issues,False,3
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:11806875313375187771,online,11806875313375187771,11806875313375187771,L/g,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_destination_not_approved;merchant_item_level_issues,True,4
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:11810372920072143991,online,11810372920072143991,11810372920072143991,Calça Saint Studio Wide Alfaiataria Preto,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_destination_not_approved;merchant_item_level_issues,True,6
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:11876327189768735529,online,11876327189768735529,11876327189768735529,41,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_item_level_issues,False,3
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:11879393049521878847,online,11879393049521878847,11879393049521878847,35,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_item_level_issues,False,4
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:11880686075933075509,online,11880686075933075509,11880686075933075509,39,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_item_level_issues,False,3
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:11928424448923161160,online,11928424448923161160,11928424448923161160,G/l,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,merchant_item_level_issues,False,3
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A256-113-34,online,1201A256-113-34,1201A256-113-34,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A256-113-35,online,1201A256-113-35,1201A256-113-35,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A256-113-36,online,1201A256-113-36,1201A256-113-36,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A256-113-37,online,1201A256-113-37,1201A256-113-37,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A256-113-38,online,1201A256-113-38,1201A256-113-38,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A256-113-39,online,1201A256-113-39,1201A256-113-39,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A256-113-40,online,1201A256-113-40,1201A256-113-40,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A256-113-41,online,1201A256-113-41,1201A256-113-41,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,14
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A256-113-42,online,1201A256-113-42,1201A256-113-42,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A256-113-43,online,1201A256-113-43,1201A256-113-43,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A256-113-44,online,1201A256-113-44,1201A256-113-44,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A789-020-34,online,1201A789-020-34,1201A789-020-34,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A789-020-35,online,1201A789-020-35,1201A789-020-35,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,14
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A789-020-36,online,1201A789-020-36,1201A789-020-36,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A789-020-37,online,1201A789-020-37,1201A789-020-37,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A789-020-38,online,1201A789-020-38,1201A789-020-38,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A789-020-39,online,1201A789-020-39,1201A789-020-39,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,14
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A789-020-40,online,1201A789-020-40,1201A789-020-40,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A789-020-41,online,1201A789-020-41,1201A789-020-41,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,14
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A789-020-42,online,1201A789-020-42,1201A789-020-42,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A789-020-43,online,1201A789-020-43,1201A789-020-43,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A789-020-44,online,1201A789-020-44,1201A789-020-44,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A906-001-34,online,1201A906-001-34,1201A906-001-34,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A906-001-35,online,1201A906-001-35,1201A906-001-35,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,14
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A906-001-36,online,1201A906-001-36,1201A906-001-36,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A906-001-37,online,1201A906-001-37,1201A906-001-37,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A906-001-38,online,1201A906-001-38,1201A906-001-38,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A906-001-39,online,1201A906-001-39,1201A906-001-39,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A906-001-40,online,1201A906-001-40,1201A906-001-40,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A906-001-41,online,1201A906-001-41,1201A906-001-41,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A906-001-42,online,1201A906-001-42,1201A906-001-42,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A906-001-43,online,1201A906-001-43,1201A906-001-43,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A906-001-44,online,1201A906-001-44,1201A906-001-44,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A933-100-34,online,1201A933-100-34,1201A933-100-34,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A933-100-35,online,1201A933-100-35,1201A933-100-35,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A933-100-36,online,1201A933-100-36,1201A933-100-36,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A933-100-37,online,1201A933-100-37,1201A933-100-37,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A933-100-38,online,1201A933-100-38,1201A933-100-38,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
A_online_stale_triage,P0,online_unmatched_possible_stale,online:pt:BR:1201A933-100-39,online,1201A933-100-39,1201A933-100-39,,merchant_cleanup_candidate_exact_product_id_after_final_sample_validation,Approval required to delete/suppress exact Merchant online product IDs or change source feed/app.,private_snapshot_records_by_product_id,not_executed_preview_only,same_normalized_offer_seen_in_local_and_online;merchant_destination_not_approved;merchant_item_level_issues,True,20
