signal_level,product_name,sku,size,sold_30d,order_count_30d,last_sold_at,tiny_stock_lk_controle,tiny_stock_total,inventory_quantity_shopify,estimated_days_cover,recommendation,stock_decision,signal_reason,lead_time_status
crítico,Tênis Nike Moon Shoe SP Jacquemus Off White,HV8547-002-34,34,2,2,2026-05-02T14:49:44-03:00,0.0,1.0,-1,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Tênis Nike Moon Shoe SP Jacquemus Off White,HV8547-002-37,37,2,2,2026-04-21T19:58:58-03:00,0.0,10.0,0,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Tênis Onitsuka Tiger Mexico 66 Cream Light Sage Bege,1183A201.127-6,39,2,2,2026-04-23T17:10:16-03:00,0.0,4.0,-1,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Tênis Onitsuka Tiger Mexico 66 Paraty Birch Cream Bege,1183B601.200-6,39,2,2,2026-05-09T07:18:26-03:00,0.0,2.0,0,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Tênis Onitsuka Tiger Mexico 66 SD Beige Beet Juice Bege,1183C015-202-4,37,2,2,2026-05-05T08:17:10-03:00,0.0,12.0,-4,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Tênis Onitsuka Tiger Mexico 66 SD Beige Beet Juice Bege,1183C015-202-2,35,2,2,2026-04-28T15:02:33-03:00,0.0,10.0,-1,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Tênis Onitsuka Tiger Mexico 66 SD Birch Metropolis Bege,1183C015200-4,37,2,2,2026-04-29T12:41:31-03:00,-2.0,2.0,0,-30.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Tênis Onitsuka Tiger Mexico 66 SD Kill Bill Amarelo,183A872,42,2,2,2026-04-27T12:40:26-03:00,0.0,9.0,1,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Tênis Onitsuka Tiger Mexico 66 SD Kill Bill Amarelo,183A872-2,35,2,2,2026-04-19T15:37:35-03:00,0.0,6.0,-1,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Tênis Onitsuka Tiger Mexico 66 Sabot Beige Green Bege,1183C123.252-6,39,2,2,2026-05-09T21:24:33-03:00,0.0,2.0,4,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Tênis Onitsuka Tiger Mexico 66 Sabot Beige Green Bege,1183C123.252-7,40,2,2,2026-05-02T15:18:08-03:00,0.0,4.0,-1,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Tênis Onitsuka Tiger Mexico 66 White Black Branco,1183A201-126-4,37,2,2,2026-05-03T23:56:37-03:00,-1.0,6.0,0,-15.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Tênis Onitsuka Tiger Mexico 66 White Black Branco,1183A201-126-6,39,2,2,2026-04-23T17:10:16-03:00,0.0,3.0,-1,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Bermuda Chino Saint Studio Supima Caqui,ST1-2,40,1,1,2026-04-30T19:13:21-03:00,0.0,0.0,0,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Boné Kith Script Logo Classic Boné Canvas Bege Branco,khw5052-210,,1,1,2026-05-09T13:06:33-03:00,0.0,1.0,-1,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Boné Represent Clo Micro Owners Club Jet Black Preto,Rep22,,1,1,2026-05-09T11:46:39-03:00,0.0,1.0,-1,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Calça Alo Yoga Suit Up Trouser (Long) Preto,w54187r_00-3,S/P,1,1,2026-05-06T23:25:22-03:00,0.0,2.0,-1,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Calça Lululemon Groove Nulu Super-High-Rise Flared Regular,9820425-2,Lava Cake / S/P,1,1,2026-04-30T14:14:18-03:00,0.0,1.0,-1,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Camiseta Lululemon Swiftly Tech 2.0 Hip Length,9750519-2,Lavender Frost / S/P,1,1,2026-04-15T12:36:16-03:00,0.0,1.0,1,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,"Camiseta MASP x Leonilson ""34 com Cicatrizes"" Branco",MASP6-4,GG/XL,1,1,2026-05-09T15:15:49-03:00,0.0,1.0,1,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Camiseta Nude Project Kora Black Preto,NUD-6551006-XL,XL/GG,1,1,2026-05-09T16:33:25-03:00,0.0,1.0,-1,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Camiseta Nude Project Pleasures White Branco,NDP010-4,L/G,1,1,2026-04-11T21:49:37-03:00,0.0,1.0,4,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Camiseta Saint Studio Boxy Supima Mid Century Branco,ST52,S/P,1,1,2026-05-02T12:55:42-03:00,0.0,1.0,1,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Camiseta Saint Studio Boxy Supima Mid Century Branco,ST53,M/M,1,1,2026-04-23T16:13:49-03:00,0.0,1.0,0,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Camiseta Sufgang Basic Pack 5.8 Azul,SF2BSP7-2,P,1,1,2026-04-25T14:05:58-03:00,0.0,0.0,0,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Capa de Batom Rhode By Hailey Bieber Grey Cinza,RH23-1,Iphone 17 Pro,1,1,2026-04-18T13:50:06-03:00,0.0,1.0,-1,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Chinelo Slide Nike Mind 001 Black Chrome Preto,HQ4307-001-12,45,1,1,2026-05-02T17:21:56-03:00,0.0,2.0,-1,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Chinelo Slide Nike Mind 001 Black Chrome Preto,HQ4307-001-7,40,1,1,2026-04-14T14:34:12-03:00,0.0,0.0,0,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Chinelo Slide Nike Mind 001 Light Smoke Grey Cinza,HQ4307-003-10,43,1,1,2026-05-10T08:53:44-03:00,0.0,1.0,-1,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Chinelo Slide Nike Mind 001 Sail Bege,HQ4307-100-36,36,1,1,2026-05-04T16:50:38-03:00,0.0,0.0,0,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Jaqueta Lululemon Define Nulu,11020158-12,Light Ivory/Gold / M,1,1,2026-04-24T19:55:23-03:00,0.0,1.0,-2,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Jason Markk Travel Shoe Cleaning Kit,2183-USA,USA,1,1,2026-05-02T12:55:42-03:00,0.0,1.0,1,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Kit Jason Markk Espuma Quick Clean,JM8,,1,1,2026-04-13T13:15:02-03:00,0.0,1.0,2,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Lip Case Rhode By Hailey Bieber Black Preto (Fechada),RH24-2,Iphone 17 Pro Max,1,1,2026-04-25T17:48:30-03:00,0.0,1.0,-1,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Lip Tint Rhode Scented Peptide Ribbon,RH19,,1,1,2026-04-18T13:50:06-03:00,0.0,1.0,3,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Lip Tint Rhode Scented Peptide Toast,RH20,,1,1,2026-04-27T18:16:02-03:00,0.0,1.0,-1,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Polo Comme des Garçons PLAY Black Emblem Black Preto,CDGP1-5,PP/XS,1,1,2026-04-29T13:22:47-03:00,0.0,0.0,-1,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Pullover Alo Yoga Accolade 1/4 Zip Athletic Heather Grey Cinza,u3040rg_01-2,XS/PP,1,1,2026-04-24T22:18:09-03:00,0.0,1.0,4,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Pullover Alo Yoga Accolade 1/4 Zip Navy Azul Marinho,u3040rg_02-1,XXS/PPP,1,1,2026-05-05T20:21:15-03:00,0.0,1.0,4,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Shorts Saint Studio Everywear Preto,ST80,40,1,1,2026-04-30T18:00:07-03:00,0.0,0.0,0,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,The Peptide Lip Tints Rhode Limited Edition Shade Dourado,LIP5,,1,1,2026-04-29T17:14:04-03:00,0.0,12.0,0,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Tênis ASICS Marvel vs. Bonécom x Kith x ASICS Gel Kayano 14 Ryu Branco,1203B011-100-43,43,1,1,2026-04-11T21:45:36-03:00,0.0,1.0,-1,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Tênis Adidas Handball Spezial Bordô,JH5439-5,38,1,1,2026-05-03T17:31:33-03:00,0.0,2.0,0,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Tênis Adidas SL 72 OG Sand Strata Preloved Brown Cream White Bege,43774078386910,38,1,1,2026-05-03T09:47:35-03:00,0.0,3.0,-2,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
crítico,Tênis Adidas SL 72 OG Sand Strata Preloved Brown Cream White Bege,43774078386880,35,1,1,2026-04-18T18:18:33-03:00,0.0,1.0,4,0.0,cotação/sourcing recomendado,não decidir automaticamente; validar Tiny depósito LK | CONTROLE ESTOQUE + lead time + margem antes de PO/compra,Venda recente com estoque oficial LK Controle zerado/negativo,lacuna: lead time por SKU/tamanho não disponível nas fontes lidas
